"Date","sulfate","nitrate","ID"
"2009-12-21",5.3,2.36,320
"2009-12-22",NA,NA,320
"2009-12-23",NA,NA,320
"2009-12-24",NA,NA,320
"2009-12-25",NA,NA,320
"2009-12-26",NA,NA,320
"2009-12-27",0.927,0.236,320
"2009-12-28",NA,NA,320
"2009-12-29",NA,NA,320
"2009-12-30",1.28,0.46,320
"2009-12-31",NA,NA,320
"2010-01-01",NA,NA,320
"2010-01-02",1.61,1.46,320
"2010-01-03",NA,NA,320
"2010-01-04",NA,NA,320
"2010-01-05",2.59,2.98,320
"2010-01-06",NA,NA,320
"2010-01-07",NA,NA,320
"2010-01-08",NA,NA,320
"2010-01-09",NA,NA,320
"2010-01-10",NA,NA,320
"2010-01-11",2.06,2.13,320
"2010-01-12",NA,NA,320
"2010-01-13",NA,NA,320
"2010-01-14",3,1.07,320
"2010-01-15",NA,NA,320
"2010-01-16",NA,NA,320
"2010-01-17",1.25,0.243,320
"2010-01-18",NA,NA,320
"2010-01-19",NA,NA,320
"2010-01-20",4.27,1.45,320
"2010-01-21",NA,NA,320
"2010-01-22",NA,NA,320
"2010-01-23",0.915,0.358,320
"2010-01-24",NA,NA,320
"2010-01-25",NA,NA,320
"2010-01-26",1.97,0.304,320
"2010-01-27",NA,NA,320
"2010-01-28",NA,NA,320
"2010-01-29",NA,NA,320
"2010-01-30",NA,NA,320
"2010-01-31",NA,NA,320
"2010-02-01",3.2,1.35,320
"2010-02-02",NA,NA,320
"2010-02-03",NA,NA,320
"2010-02-04",4.14,2.08,320
"2010-02-05",NA,NA,320
"2010-02-06",NA,NA,320
"2010-02-07",NA,NA,320
"2010-02-08",NA,NA,320
"2010-02-09",NA,NA,320
"2010-02-10",2.63,1.12,320
"2010-02-11",NA,NA,320
"2010-02-12",NA,NA,320
"2010-02-13",NA,NA,320
"2010-02-14",NA,NA,320
"2010-02-15",NA,NA,320
"2010-02-16",NA,NA,320
"2010-02-17",NA,NA,320
"2010-02-18",NA,NA,320
"2010-02-19",NA,NA,320
"2010-02-20",NA,NA,320
"2010-02-21",NA,NA,320
"2010-02-22",2.76,0.315,320
"2010-02-23",NA,NA,320
"2010-02-24",NA,NA,320
"2010-02-25",NA,NA,320
"2010-02-26",NA,NA,320
"2010-02-27",NA,NA,320
"2010-02-28",2.63,0.873,320
"2010-03-01",NA,NA,320
"2010-03-02",NA,NA,320
"2010-03-03",5.07,1.22,320
"2010-03-04",NA,NA,320
"2010-03-05",NA,NA,320
"2010-03-06",2.55,1.03,320
"2010-03-07",NA,NA,320
"2010-03-08",NA,NA,320
"2010-03-09",4.47,0.31,320
"2010-03-10",NA,NA,320
"2010-03-11",NA,NA,320
"2010-03-12",NA,NA,320
"2010-03-13",NA,NA,320
"2010-03-14",NA,NA,320
"2010-03-15",3.02,0.608,320
"2010-03-16",NA,NA,320
"2010-03-17",NA,NA,320
"2010-03-18",2.36,0.473,320
"2010-03-19",NA,NA,320
"2010-03-20",NA,NA,320
"2010-03-21",3.73,0.188,320
"2010-03-22",NA,NA,320
"2010-03-23",NA,NA,320
"2010-03-24",3.62,0.601,320
"2010-03-25",NA,NA,320
"2010-03-26",NA,NA,320
"2010-03-27",1.28,0.172,320
"2010-03-28",NA,NA,320
"2010-03-29",NA,NA,320
"2010-03-30",3.6,0.569,320
"2010-03-31",NA,NA,320
"2010-04-01",NA,NA,320
"2010-04-02",NA,NA,320
"2010-04-03",NA,NA,320
"2010-04-04",NA,NA,320
"2010-04-05",3.63,0.299,320
"2010-04-06",NA,NA,320
"2010-04-07",NA,NA,320
"2010-04-08",1.51,0.345,320
"2010-04-09",NA,NA,320
"2010-04-10",NA,NA,320
"2010-04-11",3.51,0.325,320
"2010-04-12",NA,NA,320
"2010-04-13",NA,NA,320
"2010-04-14",2.62,0.232,320
"2010-04-15",NA,NA,320
"2010-04-16",NA,NA,320
"2010-04-17",1.31,0.493,320
"2010-04-18",NA,NA,320
"2010-04-19",NA,NA,320
"2010-04-20",2.84,0.219,320
"2010-04-21",NA,NA,320
"2010-04-22",NA,NA,320
"2010-04-23",NA,NA,320
"2010-04-24",NA,NA,320
"2010-04-25",NA,NA,320
"2010-04-26",NA,NA,320
"2010-04-27",NA,NA,320
"2010-04-28",NA,NA,320
"2010-04-29",3.01,0.365,320
"2010-04-30",NA,NA,320
"2010-05-01",NA,NA,320
"2010-05-02",NA,NA,320
"2010-05-03",NA,NA,320
"2010-05-04",NA,NA,320
"2010-05-05",1.6,0.21,320
"2010-05-06",NA,NA,320
"2010-05-07",NA,NA,320
"2010-05-08",2.59,0.316,320
"2010-05-09",NA,NA,320
"2010-05-10",NA,NA,320
"2010-05-11",2.51,0.247,320
"2010-05-12",NA,NA,320
"2010-05-13",NA,NA,320
"2010-05-14",NA,NA,320
"2010-05-15",NA,NA,320
"2010-05-16",NA,NA,320
"2010-05-17",NA,NA,320
"2010-05-18",NA,NA,320
"2010-05-19",NA,NA,320
"2010-05-20",NA,NA,320
"2010-05-21",NA,NA,320
"2010-05-22",NA,NA,320
"2010-05-23",NA,NA,320
"2010-05-24",NA,NA,320
"2010-05-25",NA,NA,320
"2010-05-26",NA,NA,320
"2010-05-27",NA,NA,320
"2010-05-28",NA,NA,320
"2010-05-29",NA,NA,320
"2010-05-30",NA,NA,320
"2010-05-31",NA,NA,320
"2010-06-01",NA,NA,320
"2010-06-02",NA,NA,320
"2010-06-03",NA,NA,320
"2010-06-04",NA,NA,320
"2010-06-05",NA,NA,320
"2010-06-06",NA,NA,320
"2010-06-07",NA,NA,320
"2010-06-08",NA,NA,320
"2010-06-09",NA,NA,320
"2010-06-10",NA,NA,320
"2010-06-11",NA,NA,320
"2010-06-12",NA,NA,320
"2010-06-13",NA,NA,320
"2010-06-14",NA,NA,320
"2010-06-15",NA,NA,320
"2010-06-16",NA,NA,320
"2010-06-17",NA,NA,320
"2010-06-18",NA,NA,320
"2010-06-19",NA,NA,320
"2010-06-20",NA,NA,320
"2010-06-21",NA,NA,320
"2010-06-22",NA,NA,320
"2010-06-23",NA,NA,320
"2010-06-24",NA,NA,320
"2010-06-25",NA,NA,320
"2010-06-26",NA,NA,320
"2010-06-27",NA,NA,320
"2010-06-28",NA,NA,320
"2010-06-29",NA,NA,320
"2010-06-30",NA,NA,320
"2010-07-01",NA,NA,320
"2010-07-02",NA,NA,320
"2010-07-03",NA,NA,320
"2010-07-04",NA,NA,320
"2010-07-05",NA,NA,320
"2010-07-06",NA,NA,320
"2010-07-07",NA,NA,320
"2010-07-08",NA,NA,320
"2010-07-09",NA,NA,320
"2010-07-10",NA,NA,320
"2010-07-11",NA,NA,320
"2010-07-12",NA,NA,320
"2010-07-13",NA,NA,320
"2010-07-14",NA,NA,320
"2010-07-15",NA,NA,320
"2010-07-16",NA,NA,320
"2010-07-17",NA,NA,320
"2010-07-18",NA,NA,320
"2010-07-19",NA,NA,320
"2010-07-20",NA,NA,320
"2010-07-21",NA,NA,320
"2010-07-22",NA,NA,320
"2010-07-23",NA,NA,320
"2010-07-24",NA,NA,320
"2010-07-25",NA,NA,320
"2010-07-26",NA,NA,320
"2010-07-27",NA,NA,320
"2010-07-28",NA,NA,320
"2010-07-29",NA,NA,320
"2010-07-30",NA,NA,320
"2010-07-31",NA,NA,320
"2010-08-01",NA,NA,320
"2010-08-02",NA,NA,320
"2010-08-03",NA,NA,320
"2010-08-04",NA,NA,320
"2010-08-05",NA,NA,320
"2010-08-06",NA,NA,320
"2010-08-07",NA,NA,320
"2010-08-08",NA,NA,320
"2010-08-09",NA,NA,320
"2010-08-10",NA,NA,320
"2010-08-11",NA,NA,320
"2010-08-12",NA,NA,320
"2010-08-13",NA,NA,320
"2010-08-14",NA,NA,320
"2010-08-15",NA,NA,320
"2010-08-16",NA,NA,320
"2010-08-17",NA,NA,320
"2010-08-18",NA,NA,320
"2010-08-19",NA,NA,320
"2010-08-20",NA,NA,320
"2010-08-21",NA,NA,320
"2010-08-22",NA,NA,320
"2010-08-23",NA,NA,320
"2010-08-24",NA,NA,320
"2010-08-25",NA,NA,320
"2010-08-26",NA,NA,320
"2010-08-27",NA,NA,320
"2010-08-28",NA,NA,320
"2010-08-29",NA,NA,320
"2010-08-30",NA,NA,320
"2010-08-31",NA,NA,320
"2010-09-01",NA,NA,320
"2010-09-02",NA,NA,320
"2010-09-03",NA,NA,320
"2010-09-04",NA,NA,320
"2010-09-05",NA,NA,320
"2010-09-06",NA,NA,320
"2010-09-07",NA,NA,320
"2010-09-08",NA,NA,320
"2010-09-09",NA,NA,320
"2010-09-10",NA,NA,320
"2010-09-11",NA,NA,320
"2010-09-12",NA,NA,320
"2010-09-13",NA,NA,320
"2010-09-14",NA,NA,320
"2010-09-15",NA,NA,320
"2010-09-16",NA,NA,320
"2010-09-17",NA,NA,320
"2010-09-18",NA,NA,320
"2010-09-19",NA,NA,320
"2010-09-20",NA,NA,320
"2010-09-21",NA,NA,320
"2010-09-22",NA,NA,320
"2010-09-23",NA,NA,320
"2010-09-24",NA,NA,320
"2010-09-25",NA,NA,320
"2010-09-26",NA,NA,320
"2010-09-27",NA,NA,320
"2010-09-28",NA,NA,320
"2010-09-29",NA,NA,320
"2010-09-30",NA,NA,320
"2010-10-01",NA,NA,320
"2010-10-02",NA,NA,320
"2010-10-03",NA,NA,320
"2010-10-04",NA,NA,320
"2010-10-05",NA,NA,320
"2010-10-06",NA,NA,320
"2010-10-07",NA,NA,320
"2010-10-08",NA,NA,320
"2010-10-09",NA,NA,320
"2010-10-10",NA,NA,320
"2010-10-11",NA,NA,320
"2010-10-12",NA,NA,320
"2010-10-13",NA,NA,320
"2010-10-14",NA,NA,320
"2010-10-15",NA,NA,320
"2010-10-16",NA,NA,320
"2010-10-17",NA,NA,320
"2010-10-18",NA,NA,320
"2010-10-19",NA,NA,320
"2010-10-20",NA,NA,320
"2010-10-21",NA,NA,320
"2010-10-22",NA,NA,320
"2010-10-23",NA,NA,320
"2010-10-24",NA,NA,320
"2010-10-25",NA,NA,320
"2010-10-26",NA,NA,320
"2010-10-27",NA,NA,320
"2010-10-28",NA,NA,320
"2010-10-29",NA,NA,320
"2010-10-30",NA,NA,320
"2010-10-31",NA,NA,320
"2010-11-01",NA,NA,320
"2010-11-02",NA,NA,320
"2010-11-03",NA,NA,320
"2010-11-04",NA,NA,320
"2010-11-05",NA,NA,320
"2010-11-06",NA,NA,320
"2010-11-07",NA,NA,320
"2010-11-08",NA,NA,320
"2010-11-09",NA,NA,320
"2010-11-10",NA,NA,320
"2010-11-11",NA,NA,320
"2010-11-12",NA,NA,320
"2010-11-13",NA,NA,320
"2010-11-14",NA,NA,320
"2010-11-15",NA,NA,320
"2010-11-16",NA,NA,320
"2010-11-17",NA,NA,320
"2010-11-18",NA,NA,320
"2010-11-19",NA,NA,320
"2010-11-20",NA,NA,320
"2010-11-21",NA,NA,320
"2010-11-22",NA,NA,320
"2010-11-23",NA,NA,320
"2010-11-24",NA,NA,320
"2010-11-25",NA,NA,320
"2010-11-26",NA,NA,320
"2010-11-27",NA,NA,320
"2010-11-28",NA,NA,320
"2010-11-29",NA,NA,320
"2010-11-30",NA,NA,320
"2010-12-01",NA,NA,320
"2010-12-02",NA,NA,320
"2010-12-03",NA,NA,320
"2010-12-04",NA,NA,320
"2010-12-05",NA,NA,320
"2010-12-06",NA,NA,320
"2010-12-07",NA,NA,320
"2010-12-08",NA,NA,320
"2010-12-09",NA,NA,320
"2010-12-10",NA,NA,320
"2010-12-11",NA,NA,320
"2010-12-12",NA,NA,320
"2010-12-13",NA,NA,320
"2010-12-14",NA,NA,320
"2010-12-15",NA,NA,320
"2010-12-16",NA,NA,320
"2010-12-17",NA,NA,320
"2010-12-18",NA,NA,320
"2010-12-19",NA,NA,320
"2010-12-20",NA,NA,320
"2010-12-21",NA,NA,320
"2010-12-22",NA,NA,320
"2010-12-23",NA,NA,320
"2010-12-24",NA,NA,320
"2010-12-25",NA,NA,320
"2010-12-26",NA,NA,320
"2010-12-27",NA,NA,320
"2010-12-28",NA,NA,320
"2010-12-29",NA,NA,320
"2010-12-30",NA,NA,320
"2010-12-31",NA,NA,320
